digitopeid,opeid,corporationname,institutionname,claimcount,control_n,control
723412,7234,"Corinthian Colleges","Heald College",427,"For-Profit",3
723410,7234,"Corinthian Colleges","Heald College",441,"For-Profit",3
723406,7234,"Corinthian Colleges","Heald College",480,"For-Profit",3
723405,7234,"Corinthian Colleges","Heald College",541,"For-Profit",3
3034000,30340,"Corinthian Colleges","Heald College",793,"For-Profit",3
747700,7477,"Corinthian Colleges","Heald College",857,"For-Profit",3
723402,7234,"Corinthian Colleges","Heald College",926,"For-Profit",3
2593300,25933,"Corinthian Colleges","Heald College",1042,"For-Profit",3
2593100,25931,"Corinthian Colleges","Heald College",1046,"For-Profit",3
2593200,25932,"Corinthian Colleges","Heald College",1047,"For-Profit",3
853200,8532,"Corinthian Colleges","Heald College",1088,"For-Profit",3
2187500,21875,"Corinthian Colleges","Heald College",1196,"For-Profit",3
809300,8093,"Corinthian Colleges","Heald College",1251,"For-Profit",3
723400,7234,"Corinthian Colleges","Heald College",1489,"For-Profit",3
723401,7234,"Corinthian Colleges","Heald College",1879,"For-Profit",3
719001,7190,"Corinthian Colleges","Wyotech",3,"For-Profit",3
2346200,23462,"Corinthian Colleges","Wyotech",105,"For-Profit",3
1287301,12873,"Corinthian Colleges","Wyotech",127,"For-Profit",3
915706,9157,"Corinthian Colleges","Wyotech",825,"For-Profit",3
1287302,12873,"Corinthian Colleges","Wyotech",1031,"For-Profit",3
719000,7190,"Corinthian Colleges","Wyotech",1194,"For-Profit",3
1287300,12873,"Corinthian Colleges","Wyotech",1365,"For-Profit",3
915705,9157,"Corinthian Colleges","Wyotech",2282,"For-Profit",3
915700,9157,"Corinthian Colleges","Wyotech",2290,"For-Profit",3
2119200,21192,"Court Reporting Institute","Court Reporting Institute",1,"For-Profit",3
2119203,21192,"Court Reporting Institute","Court Reporting Institute",1,"For-Profit",3
2558400,25584,"Court Reporting Institute","Court Reporting Institute",1,"For-Profit",3
3052201,30522,"Court Reporting Institute","Court Reporting Institute",1,"For-Profit",3
2119202,21192,"Court Reporting Institute","Court Reporting Institute",6,"For-Profit",3
3052200,30522,"Court Reporting Institute","Court Reporting Institute",18,"For-Profit",3
3832301,38323,"Dade Medical College","Dade Medical College",2,"For-Profit",3
3832300,38323,"Dade Medical College","Dade Medical College",32,"For-Profit",3
493404,4934,"Daymar College","Daymar College",1,"For-Profit",3
931305,9313,"Daymar College","Daymar College",1,"For-Profit",3
931307,9313,"Daymar College","Daymar College",1,"For-Profit",3
931309,9313,"Daymar College","Daymar College",1,"For-Profit",3
931310,9313,"Daymar College","Daymar College",1,"For-Profit",3
493400,4934,"Daymar College","Daymar College",2,"For-Profit",3
493402,4934,"Daymar College","Daymar College",3,"For-Profit",3
2056800,20568,"Daymar College","Daymar College",4,"For-Profit",3
842500,8425,"Daymar College","Daymar College",6,"For-Profit",3
931302,9313,"Daymar College","Daymar College",6,"For-Profit",3
931300,9313,"Daymar College","Daymar College",9,"For-Profit",3
1191600,11916,"Drake Business School","Drake Business School",1,"For-Profit",3
1191800,11918,"Drake Business School","Drake Business School",1,"For-Profit",3
2223900,22239,"Drake Business School","Drake Business School",34,"For-Profit",3
2305700,23057,"Education Affiliates, Inc.","FORTIS COLLEGE",1,"For-Profit",3
3054200,30542,"Education Affiliates, Inc.","FORTIS COLLEGE",1,"For-Profit",3
3434300,34343,"Education Affiliates, Inc.","FORTIS COLLEGE",1,"For-Profit",3
2245500,22455,"Education Affiliates, Inc.","FORTIS COLLEGE",2,"For-Profit",3
2342700,23427,"Education Affiliates, Inc.","FORTIS COLLEGE",2,"For-Profit",3
2341000,23410,"Education Affiliates, Inc.","FORTIS COLLEGE",3,"For-Profit",3
941200,9412,"Education Affiliates, Inc.","FORTIS COLLEGE",4,"For-Profit",3
2303600,23036,"Education Affiliates, Inc.","FORTIS COLLEGE",4,"For-Profit",3
3361400,33614,"Education Affiliates, Inc.","FORTIS COLLEGE",4,"For-Profit",3
3424400,34244,"Education Affiliates, Inc.","FORTIS COLLEGE",4,"For-Profit",3
3480300,34803,"Education Affiliates, Inc.","FORTIS COLLEGE",4,"For-Profit",3
2190700,21907,"Education Affiliates, Inc.","FORTIS COLLEGE",6,"For-Profit",3
3480304,34803,"Education Affiliates, Inc.","FORTIS COLLEGE - GRAND PRAIRIE CAMPUS",2,"For-Profit",3
2245504,22455,"Education Affiliates, Inc.","FORTIS COLLEGE - LARGO CAMPUS",1,"For-Profit",3
3480303,34803,"Education Affiliates, Inc.","FORTIS COLLEGE- FORTISINSTITUTE",2,"For-Profit",3
3480301,34803,"Education Affiliates, Inc.","FORTIS COLLEGE-FORTIS INSTITUTE",1,"For-Profit",3
2341005,23410,"Education Affiliates, Inc.","FORTIS COLLEGE-MONTGOMERY NURSING CAMPUS",1,"For-Profit",3
1031900,10319,"Education Affiliates, Inc.","FORTIS INSTITUTE",4,"For-Profit",3
2326306,23263,"Education Affiliates, Inc.","FORTIS INSTITUTE- MIAMI CAMPUS",3,"For-Profit",3
2132300,21323,"Education Affiliates, Inc.","FORTISINSTITUTE",1,"For-Profit",3
2326300,23263,"Education Affiliates, Inc.","FORTISINSTITUTE",1,"For-Profit",3
3010800,30108,"Education Affiliates, Inc.","FORTISINSTITUTE",2,"For-Profit",3
1031906,10319,"Education Affiliates, Inc.","FORTISINSTITUTE- FORTIS COLLEGE",1,"For-Profit",3
2326303,23263,"Education Affiliates, Inc.","FORTISINSTITUTE- PALM SPRINGS CAMPUS",5,"For-Profit",3
3010803,30108,"Education Affiliates, Inc.","FORTISINSTITUTE-BIRMINGHAM, ALABAMA",1,"For-Profit",3
3709301,37093,"Education Corporation of America, Inc.","EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE - SPARTANBURG",1,"For-Profit",3
3010600,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE",36,"For-Profit",3
3010624,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE - BATON ROUGE",1,"For-Profit",3
3010618,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE - JACKSONVILLE",1,"For-Profit",3
3010608,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE - PENSACOLA",1,"For-Profit",3
3010602,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE-HUNTSVILLE",1,"For-Profit",3
3010607,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE-MOBILE",1,"For-Profit",3
3010616,30106,"Education Corporation of America, Inc.","VIRGINIA COLLEGE-MONTGOMERY",1,"For-Profit",3
3010603,30106,"Education Corporation of America, Inc.","VIRGINIACOLLEGE - JACKSON",1,"For-Profit",3
2179900,21799,"Education Management Corporation","ARGOSY UNIVERSITY",18,"For-Profit",3
2179930,21799,"Education Management Corporation","ARGOSY UNIVERSITY - DENVER",1,"For-Profit",3
2179932,21799,"Education Management Corporation","ARGOSY UNIVERSITY - INLAND EMPIRE",1,"For-Profit",3
2179907,21799,"Education Management Corporation","ARGOSY UNIVERSITY - PHOENIX",24,"For-Profit",3
2179913,21799,"Education Management Corporation","ARGOSY UNIVERSITY - SEATTLE",4,"For-Profit",3
2179941,21799,"Education Management Corporation","ARGOSY UNIVERSITY - THE ARTINSTITUTEOF CALIFORNIA - LOS ANGELES",6,"For-Profit",3
2179944,21799,"Education Management Corporation","ARGOSY UNIVERSITY - THE ARTINSTITUTEOF CALIFORNIA-ORANGE COUN",3,"For-Profit",3
2179903,21799,"Education Management Corporation","ARGOSY UNIVERSITY - WASHINGTON D.C. AREA",2,"For-Profit",3
1083200,10832,"Education Management Corporation","Argosy University - Western State College of Law",4,"For-Profit",3
2179947,21799,"Education Management Corporation","ARGOSY UNIVERSITY -THEARTINSTITUTEOF CALIFORNIA - SAN DIEGO",3,"For-Profit",3
2179901,21799,"Education Management Corporation","ARGOSY UNIVERSITY -TWINCITIES",5,"For-Profit",3
2179902,21799,"Education Management Corporation","ARGOSY UNIVERSITY- ATLANTA",5,"For-Profit",3
2179909,21799,"Education Management Corporation","ARGOSY UNIVERSITY- TAMPA",4,"For-Profit",3
2179948,21799,"Education Management Corporation","ARGOSY UNIVERSITY- THEARTINSTITUTEOF CALIFORNIA-INLAND EMPI",3,"For-Profit",3
2179945,21799,"Education Management Corporation","ARGOSY UNIVERSITY- THEARTINSTITUTEOF CALIFORNIA-SACRAMENTO",2,"For-Profit",3
2179905,21799,"Education Management Corporation","ARGOSY UNIVERSITY-HAWAII",2,"For-Profit",3
2179916,21799,"Education Management Corporation","ARGOSY UNIVERSITY-ORANGE COUNTY",6,"For-Profit",3
2179908,21799,"Education Management Corporation","ARGOSY UNIVERSITY-SAN FRANCISCO BAY AREA",2,"For-Profit",3
2179943,21799,"Education Management Corporation","ARGOSY UNIVERSITY-THE ARTINSTITUTEOF CALIFORNIA-SAN FRANCIS",5,"For-Profit",3
2179938,21799,"Education Management Corporation","ARGOSY UNIVERSITY-THEARTINSTITUTEOF CALIFORNIA-HOLLYWOOD",4,"For-Profit",3
2179939,21799,"Education Management Corporation","ARGOSY UNIVERSITY-THEARTINSTITUTEOF CALIFORNIA-SILICON VAL",3,"For-Profit",3
175300,1753,"Education Management Corporation","Art Institute",1,"For-Profit",3
247300,2473,"Education Management Corporation","Art Institute",1,"For-Profit",3
394800,3948,"Education Management Corporation","Art Institute",1,"For-Profit",3
927000,9270,"Education Management Corporation","ART INSTITUTE OF ATLANTA (THE)",57,"For-Profit",3
927006,9270,"Education Management Corporation","ART INSTITUTE OF ATLANTA (THE)-ARTINSTITUTEOF WASHINGTON-DULL",2,"For-Profit",3
927005,9270,"Education Management Corporation","ART INSTITUTE OF ATLANTA(THE) - ART INSTITUTEOF DECATUR",7,"For-Profit",3
927007,9270,"Education Management Corporation","ART INSTITUTE OF ATLANTA(THE) -THEARTINSTITUTE OF VIRGINIA BE",3,"For-Profit",3
723600,7236,"Education Management Corporation","ART INSTITUTE OF CALIFORNIA -LOS ANGELES (THE)",77,"For-Profit",3
723603,7236,"Education Management Corporation","ART INSTITUTE OF CALIFORNIA (THE)-ORANGE COUNTY",32,"For-Profit",3
2110502,21105,"Education Management Corporation","ART INSTITUTE OF CHARLOTTE (THE)-THE ARTINSTITUTEOF RALEIGH-D",3,"For-Profit",3
2078905,20789,"Education Management Corporation","ART INSTITUTE OF COLORADO(THE) -PHOENIX BRANCH",5,"For-Profit",3
2117104,21171,"Education Management Corporation","ART INSTITUTE OF HOUSTON (THE)-THE ART INSTITUTE OF SAN ANTONIO",2,"For-Profit",3
3084602,30846,"Education Management Corporation","ART INSTITUTE OF LAS VEGAS (THE)-THE ART INSTITUTE OF SALT LAKE",4,"For-Profit",3
3084600,30846,"Education Management Corporation","ART INSTITUTE OF LAS VEGAS(THE)",31,"For-Profit",3
4051305,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - ARTINSTITUTE OF SALT LAKE CITY",12,"For-Profit",3
4051308,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE - AKRON",2,"For-Profit",3
4051331,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE - ATLANTA",5,"For-Profit",3
4051311,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE - MERRILLVI",4,"For-Profit",3
4051321,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE - SOUTH BEN",3,"For-Profit",3
4051318,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE- INDIANAPO",6,"For-Profit",3
4051330,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE-ALBUQUER",3,"For-Profit",3
4051333,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE-BIRMINGHA",2,"For-Profit",3
4051323,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - BOISE",1,"For-Profit",3
4051322,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - FORT WAYN",3,"For-Profit",3
4051319,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - LOUISVILL",8,"For-Profit",3
4051345,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - MIAMI",2,"For-Profit",3
4051327,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - PHOENIX",4,"For-Profit",3
4051325,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - TUCSON",3,"For-Profit",3
4051320,40513,"Education Management Corporation","ART INSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE-HOPKINSVI",1,"For-Profit",3
2291300,22913,"Education Management Corporation","ART INSTITUTE OF SEATTLE (THE)",41,"For-Profit",3
2557800,25578,"Education Management Corporation","ART INSTITUTE OF YORK (THE)-PENNSYLVANIA",27,"For-Profit",3
3084601,30846,"Education Management Corporation","ART INSTITUTE OFLAS VEGAS(THE)-THEART INSTITUTE OFINDIANAPO",7,"For-Profit",3
3740500,37405,"Education Management Corporation","ART INSTITUTE OFTUCSON(THE)",1,"For-Profit",3
1024800,10248,"Education Management Corporation","ART INSTITUTES INTERNATIONAL MINNESOTA (THE)",77,"For-Profit",3
927003,9270,"Education Management Corporation","ARTINSTITUTE OF ATLANTA(THE) - ARTINSTITUTEOF TENNESSEE-NASHV",9,"For-Profit",3
2110500,21105,"Education Management Corporation","ARTINSTITUTE OF CHARLOTTE(THE)",32,"For-Profit",3
2078900,20789,"Education Management Corporation","ARTINSTITUTE OF COLORADO(THE)",67,"For-Profit",3
2078906,20789,"Education Management Corporation","ARTINSTITUTE OF COLORADO(THE)-THEART INSTITUTE OF CALIFORNIA",2,"For-Profit",3
2117102,21171,"Education Management Corporation","ARTINSTITUTE OF HOUSTON (THE)-THEART INSTITUTE OF AUSTIN",7,"For-Profit",3
2117100,21171,"Education Management Corporation","ARTINSTITUTE OF HOUSTON(THE)",39,"For-Profit",3
2525600,25256,"Education Management Corporation","ARTINSTITUTE OF NEW YORK CITY (THE)",70,"For-Profit",3
4051324,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE -TULSA",5,"For-Profit",3
4051326,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE-NORTHCAN",3,"For-Profit",3
4051329,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX (THE) - BROWN MACKIE COLLEGE-ST.LOUIS",3,"For-Profit",3
4051306,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX (THE)-ART INSTITUTE OF TUCSON (THE)",2,"For-Profit",3
4051310,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - MIAMI",1,"For-Profit",3
4051312,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX (THE)-BROWN MACKIE COLLEGE - MICHIGAN",2,"For-Profit",3
4051300,40513,"Education Management Corporation","ARTINSTITUTE OF PHOENIX(THE)",40,"For-Profit",3
747000,7470,"Education Management Corporation","ARTINSTITUTE OF PITTSBURGH (THE)",295,"For-Profit",3
747001,7470,"Education Management Corporation","ARTINSTITUTE OF PITTSBURGH(THE) - SANTA MONICA",8,"For-Profit",3
4051307,40513,"Education Management Corporation","ARTINSTITUTE OFPHOENIX(THE) - BROWN MACKIE COLLEGE - CINCINNAT",6,"For-Profit",3
927002,9270,"Education Management Corporation","ARTINSTITUTEOF ATLANTA(THE) - ARTINSTITUTE OF WASHINGTON(THE",35,"For-Profit",3
927004,9270,"Education Management Corporation","ARTINSTITUTEOF ATLANTA(THE) - THEARTINSTITUTE OF CHARLESTON",8,"For-Profit",3
2327600,23276,"Education Management Corporation","ARTINSTITUTEOF CALIFORNIA - SAN DIEGO",61,"For-Profit",3
723604,7236,"Education Management Corporation","ARTINSTITUTEOF CALIFORNIA (THE)-SACRAMENTO",4,"For-Profit",3
723602,7236,"Education Management Corporation","ARTINSTITUTEOF CALIFORNIA (THE)-SAN FRANCISCO",74,"For-Profit",3
3125400,31254,"Education Management Corporation","ARTINSTITUTEOF CALIFORNIA-HOLLYWOOD (THE)",25,"For-Profit",3
2327601,23276,"Education Management Corporation","ARTINSTITUTEOF CALIFORNIA-SAN DIEGO - INLAND EMPIRE",31,"For-Profit",3
2110501,21105,"Education Management Corporation","ARTINSTITUTEOF CHARLOTTE (THE) - BROWN MACKIE COLLEGE-ATLANTA",6,"For-Profit",3
1019500,10195,"Education Management Corporation","ARTINSTITUTEOF FORT LAUDERDALE(THE)",69,"For-Profit",3
2117103,21171,"Education Management Corporation","ARTINSTITUTEOF HOUSTON (THE)-THE ART INSTITUTE OF HOUSTON-NOR",3,"For-Profit",3
835000,8350,"Education Management Corporation","ARTINSTITUTEOF PHILADELPHIA(THE) -",96,"For-Profit",3
4051303,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE) - ARTINSTITUTE OF LAS VEGAS (THE)",9,"For-Profit",3
4051342,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE) - BROWN MACKIE COLLEGE-DALLAS\FT W",3,"For-Profit",3
4051343,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE) - THE ARTINSTITUTE OF STLOUIS",4,"For-Profit",3
4051302,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE)-ART INSTITUTE OF WISCONSIN (THE)",5,"For-Profit",3
4051328,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE)-BROWN MACKIE COLLEGE - GREENVILL",8,"For-Profit",3
4051309,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE)-BROWN MACKIE COLLEGE -N. KENTUC",3,"For-Profit",3
4051317,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX (THE)-BROWN MACKIE COLLEGE-FINDLAY",1,"For-Profit",3
4051304,40513,"Education Management Corporation","ARTINSTITUTEOF PHOENIX(THE) -ART INSTITUTE OF INDIANAPOLIS (",5,"For-Profit",3
781900,7819,"Education Management Corporation","ARTINSTITUTEOF PORTLAND (THE)",59,"For-Profit",3
2539600,25396,"Education Management Corporation","ARTINSTITUTEOFDALLAS(THE)",24,"For-Profit",3
4051301,40513,"Education Management Corporation","ARTINSTITUTEOFPHOENIX(THE) - ARTINSTITUTEINTERNATIONAL KANS",4,"For-Profit",3
2621400,26214,"Education Management Corporation","ASHER SCHOOL OF BUSINESS",1,"For-Profit",3
675501,6755,"Education Management Corporation","BROWN MACKIE COLLEGE",3,"For-Profit",3
512700,5127,"Education Management Corporation","BROWN MACKIE COLLEGE-CINCINNATI",7,"For-Profit",3
512704,5127,"Education Management Corporation","BROWN MACKIE COLLEGE-CINCINNATI - BROWN MACKIE COLLEGE-AKRON",4,"For-Profit",3
512712,5127,"Education Management Corporation","BROWN MACKIE COLLEGE-CINCINNATI -BROWN MACKIE COLLEGE-NORTHERNKEN",3,"For-Profit",3
512726,5127,"Education Management Corporation","BROWN MACKIE COLLEGE-CINCINNATI-BROWN MACKIE COLLEGE-DALLAS",1,"For-Profit",3
512727,5127,"Education Management Corporation","BROWN MACKIE COLLEGE-CINCINNATI-BROWN MACKIE COLLEGE-MIAMI",4,"For-Profit",3
512731,5127,"Education Management Corporation","BROWN MACKIE COLLEGE-CINCINNATI-BROWN MACKIE COLLEGE-MICHIGAN",2,"For-Profit",3
2616203,26162,"Education Management Corporation","BROWN MACKIE COLLEGE-FINDLAY -INDIANAPOLIS",2,"For-Profit",3
2616204,26162,"Education Management Corporation","BROWN MACKIE COLLEGE-FINDLAY-BROWN MACKIE COLLEGE - LOUISVILLE",2,"For-Profit",3
2108200,21082,"Education Management Corporation","BROWN MACKIE COLLEGE-LOUISVILLE",1,"For-Profit",3
2108202,21082,"Education Management Corporation","BROWN MACKIE COLLEGE-LOUISVILLE-BROWN MACKIE COLLEGE-HOPKI NSVIL",1,"For-Profit",3
2103200,21032,"Education Management Corporation","BROWN MACKIE COLLEGE-MERRILLVILLE",4,"For-Profit",3
2103201,21032,"Education Management Corporation","BROWN MACKIE COLLEGE-MERRILLVILLE - BROWN MACKIE COLLEGE-MICHIGAN",3,"For-Profit",3
3077800,30778,"Education Management Corporation","BROWN MACKIE COLLEGE-NORTH CANTON",2,"For-Profit",3
458301,4583,"Education Management Corporation","BROWN MACKIE COLLEGE-SOUTH BEND - BROWN MACKIE COLLEGE-FORT WAYNE",10,"For-Profit",3
458304,4583,"Education Management Corporation","BROWN MACKIE COLLEGE-SOUTH BEND-BROWN MACKIE COLLEGE-BOI SE",1,"For-Profit",3
675506,6755,"Education Management Corporation","BROWN MACKIE COLLEGE(THE)- OKLAHOMA CITY",1,"For-Profit",3
945101,9451,"Education Management Corporation","BROWNMACKIECOLLEGE - BROWN MACKIE COLLEGE - NORTH CANTON",4,"For-Profit",3
675500,6755,"Education Management Corporation","BROWNMACKIECOLLEGE (THE -)",4,"For-Profit",3
945103,9451,"Education Management Corporation","BROWNMACKIECOLLEGE-BROWN MACKIE COLLEGE - GREENVILLE",1,"For-Profit",3
512730,5127,"Education Management Corporation","BROWNMACKIECOLLEGE-CINCINNATI-BROWN MACKIE COLLEGE - MERRILLV",2,"For-Profit",3
2616200,26162,"Education Management Corporation","BROWNMACKIECOLLEGE-FINDLAY",5,"For-Profit",3
458300,4583,"Education Management Corporation","BROWNMACKIECOLLEGE-SOUTH BEND",11,"For-Profit",3
3125401,31254,"Education Management Corporation","CALIFORNIA DESIGN COLLEGE-THE ART INSTITUTE OF SUNNYVALE",4,"For-Profit",3
1258400,12584,"Education Management Corporation","ILLINOIS INSTITUTEOF ART (THE)",55,"For-Profit",3
1258407,12584,"Education Management Corporation","ILLINOIS INSTITUTEOFART(THE) - THE IL INSTITUTE OF ART-TINLEY",1,"For-Profit",3
1258405,12584,"Education Management Corporation","ILLINOISINSTITUTE OF ART (THE)-THE ART INSTITUTE OF MICHIGAN",7,"For-Profit",3
1258406,12584,"Education Management Corporation","ILLINOISINSTITUTE OF ART (THE)-THE ART INSTITUTE OF OHIO-CINCI",29,"For-Profit",3
1258401,12584,"Education Management Corporation","ILLINOISINSTITUTEOF ART(THE) -THEILINSTITUTE OF ART-SCHAU",42,"For-Profit",3
887806,8878,"Education Management Corporation","MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN-ART INST JACKSON",44,"For-Profit",3
887800,8878,"Education Management Corporation","MIAMIINTERNATIONALUNIVERSITY OF ART & DESIGN",51,"For-Profit",3
887805,8878,"Education Management Corporation","MIAMIINTERNATIONALUNIVERSITY OF ART & DESIGN- ART INST.OF TA",26,"For-Profit",3
748600,7486,"Education Management Corporation","NEW ENGLANDINSTITUTEOF ART {THE)",166,"For-Profit",3
1303900,13039,"Education Management Corporation","SOUTH UNIVERSITY",25,"For-Profit",3
1303907,13039,"Education Management Corporation","SOUTH UNIVERSITY - COLUMBIA",1,"For-Profit",3
1303908,13039,"Education Management Corporation","SOUTH UNIVERSITY - TAMPA",2,"For-Profit",3
1303918,13039,"Education Management Corporation","SOUTH UNIVERSITY - THE ARTINSTITUTEOF CHARLOTTE",5,"For-Profit",3
1303913,13039,"Education Management Corporation","SOUTH UNIVERSITY -THEART INSTITUTE OFFORTWORTH",6,"For-Profit",3
1303906,13039,"Education Management Corporation","SOUTH UNIVERSITY-MONTGOMERY",1,"For-Profit",3
1303910,13039,"Education Management Corporation","SOUTH UNIVERSITY-RICHMOND",1,"For-Profit",3
1303912,13039,"Education Management Corporation","SOUTH UNIVERSITY-THE ARTINSTITUTEOF DALLAS",6,"For-Profit",3
4132101,41321,"FastTrain","FastTrain",2,"For-Profit",3
4131901,41319,"FastTrain","FastTrain",3,"For-Profit",3
4132200,41322,"FastTrain","FastTrain",5,"For-Profit",3
4132000,41320,"FastTrain","FastTrain",7,"For-Profit",3
4132100,41321,"FastTrain","FastTrain",10,"For-Profit",3
4131900,41319,"FastTrain","FastTrain",14,"For-Profit",3
2362100,23621,"Full Sail, LLC","Full Sail University",60,"For-Profit",3
1116600,11166,"Globe Education Network","Broadview University",1,"For-Profit",3
1116602,11166,"Globe Education Network","Broadview University",1,"For-Profit",3
989200,9892,"Globe Education Network","Duluth Business University",1,"For-Profit",3
464202,4642,"Globe Education Network","Globe University",1,"For-Profit",3
2540800,25408,"Globe Education Network","Globe University",2,"For-Profit",3
464205,4642,"Globe Education Network","Globe University",3,"For-Profit",3
464201,4642,"Globe Education Network","Globe University",7,"For-Profit",3
464200,4642,"Globe Education Network","Globe University",110,"For-Profit",3
4130200,41302,"Globe Education Network","Institute of Production and Recording",1,"For-Profit",3
464608,4646,"Globe Education Network","Minnesota School of Business",2,"For-Profit",3
464607,4646,"Globe Education Network","Minnesota School of Business",3,"For-Profit",3
464605,4646,"Globe Education Network","Minnesota School of Business",7,"For-Profit",3
464602,4646,"Globe Education Network","Minnesota School of Business",8,"For-Profit",3
464603,4646,"Globe Education Network","Minnesota School of Business",10,"For-Profit",3
464606,4646,"Globe Education Network","Minnesota School of Business",17,"For-Profit",3
464601,4646,"Globe Education Network","Minnesota School of Business",19,"For-Profit",3
464604,4646,"Globe Education Network","Minnesota School of Business",19,"For-Profit",3
464600,4646,"Globe Education Network","Minnesota School of Business",160,"For-Profit",3
458600,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY",299,"For-Profit",3
458612,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY - HAGERSTOWN",3,"For-Profit",3
458609,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY- LINCOLN",1,"For-Profit",3
458607,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-CEDAR FALLS",3,"For-Profit",3
458604,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-CEDAR RAPIDS",3,"For-Profit",3
458605,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-DES MOINES",4,"For-Profit",3
458614,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-FREDERICK",1,"For-Profit",3
458616,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-LEWISTON",1,"For-Profit",3
458606,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-MASON CITY",1,"For-Profit",3
458608,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-OMAHA",4,"For-Profit",3
458615,4586,"Graham Holdings, Inc.","KAPLAN UNIVERSITY-PORTLAND",1,"For-Profit",3
491000,4910,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE",1,"For-Profit",3
778100,7781,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE",1,"For-Profit",3
2582900,25829,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE",1,"For-Profit",3
748800,7488,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE",2,"For-Profit",3
743600,7436,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE",3,"For-Profit",3
2289800,22898,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE",5,"For-Profit",3
491003,4910,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE - DEARBORN",2,"For-Profit",3
748801,7488,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE - KAPLAN CAREER INSTITUTE-BOSTON",11,"For-Profit",3
2289802,22898,"Graham Holdings/Education Corporation of America","KAPLAN CAREER INSTITUTE - KAPLAN COLLEGE",1,"For-Profit",3
